integrity II CVE-2013-5886
via O CVE-2013-5886
unknown O CVE-2013-5886
vectors O CVE-2013-5886
related O CVE-2013-5886
to O CVE-2013-5886
Common O CVE-2013-5886
Application O CVE-2013-5886
Objects O CVE-2013-5886
. O CVE-2013-5886
  
Cross-site AC,AV CVE-2013-6018
request AC,AV CVE-2013-6018
forgery AC,AV CVE-2013-6018
( AC,AV CVE-2013-6018
CSRF AC,AV CVE-2013-6018
) AC,AV CVE-2013-6018
vulnerability O CVE-2013-6018
in O CVE-2013-6018
login.jsp AV CVE-2013-6018
in O CVE-2013-6018
Tyler SN CVE-2013-6018
Technologies SN CVE-2013-6018
TaxWeb SN CVE-2013-6018
3.13.3.1 SV CVE-2013-6018
allows O CVE-2013-6018
remote AV CVE-2013-6018
attackers AV CVE-2013-6018
to O CVE-2013-6018
hijack II,AI,CI CVE-2013-6018
the II,AI,CI CVE-2013-6018
authentication II,AI,CI CVE-2013-6018
of II,AI,CI CVE-2013-6018
arbitrary II,AI,CI CVE-2013-6018
users II,AI,CI CVE-2013-6018
for O CVE-2013-6018
requests O CVE-2013-6018
that O CVE-2013-6018
change II,AI,CI CVE-2013-6018
a II,AI,CI CVE-2013-6018
password II,AI,CI CVE-2013-6018
. II,AI,CI CVE-2013-6018
  
WebKit O CVE-2013-5196
, O CVE-2013-5196
as O CVE-2013-5196
used O CVE-2013-5196
in O CVE-2013-5196
Apple SN CVE-2013-5196
Safari SN CVE-2013-5196
before SV CVE-2013-5196
6.1.1 SV CVE-2013-5196
and O CVE-2013-5196
7.x SV CVE-2013-5196
before SV CVE-2013-5196
7.0.1 SV CVE-2013-5196
, O CVE-2013-5196
allows O CVE-2013-5196
remote AV CVE-2013-5196
attackers AV CVE-2013-5196
to O CVE-2013-5196
execute II,AI,CI CVE-2013-5196
arbitrary II,AI,CI CVE-2013-5196
code II,AI,CI CVE-2013-5196
or O CVE-2013-5196
cause O CVE-2013-5196
a O CVE-2013-5196
denial AI CVE-2013-5196
of AI CVE-2013-5196
service AI CVE-2013-5196
( AI CVE-2013-5196
memory AI CVE-2013-5196
corruption AI CVE-2013-5196
and AI CVE-2013-5196
application AI CVE-2013-5196
crash AI CVE-2013-5196
) AI CVE-2013-5196
via O CVE-2013-5196
a O CVE-2013-5196
crafted AC,AV CVE-2013-5196
web AC,AV CVE-2013-5196
site AC,AV CVE-2013-5196
, O CVE-2013-5196
a O CVE-2013-5196
different O CVE-2013-5196
vulnerability O CVE-2013-5196
than O CVE-2013-5196
other O CVE-2013-5196
WebKit O CVE-2013-5196
CVEs O CVE-2013-5196
listed O CVE-2013-5196
in O CVE-2013-5196
APPLE-SA-2013-12-16-1 O CVE-2013-5196
. O CVE-2013-5196
  
Cross-site AC,AV CVE-2013-7082
scripting AC,AV CVE-2013-7082
( AC,AV CVE-2013-7082
XSS AC,AV CVE-2013-7082
) AC,AV CVE-2013-7082
vulnerability O CVE-2013-7082
in O CVE-2013-7082
the O CVE-2013-7082
errorAction VF CVE-2013-7082
method VF CVE-2013-7082
in O CVE-2013-7082
the O CVE-2013-7082
ActionController O CVE-2013-7082
base O CVE-2013-7082
class O CVE-2013-7082
in O CVE-2013-7082
TYPO3 SN CVE-2013-7082
Flow SN CVE-2013-7082
( O CVE-2013-7082
formerly O CVE-2013-7082
FLOW3 SN CVE-2013-7082
) O CVE-2013-7082
1.1.x SV CVE-2013-7082
before SV CVE-2013-7082
1.1.1 SV CVE-2013-7082
and O CVE-2013-7082
2.0.x SV CVE-2013-7082
before SV CVE-2013-7082
2.0.1 SV CVE-2013-7082
allows O CVE-2013-7082
remote AV CVE-2013-7082
attackers AV CVE-2013-7082
to O CVE-2013-7082
inject AC,AV CVE-2013-7082
arbitrary AC,AV CVE-2013-7082
web AC,AV CVE-2013-7082
script AC,AV CVE-2013-7082
or O CVE-2013-7082
HTML AC,AV CVE-2013-7082
via O,AV CVE-2013-7082
unspecified O CVE-2013-7082
input O CVE-2013-7082
, O CVE-2013-7082
which O CVE-2013-7082
is O CVE-2013-7082
returned O CVE-2013-7082
in O CVE-2013-7082
an O CVE-2013-7082
error O CVE-2013-7082
message O CVE-2013-7082
. O CVE-2013-7082
  
SQL AC,AV CVE-2013-3602
injection AC,AV CVE-2013-3602
vulnerability O CVE-2013-3602
in O CVE-2013-3602
admindocumentworker.jsp AV CVE-2013-3602
in O CVE-2013-3602
Coursemill SN CVE-2013-3602
Learning SN CVE-2013-3602
Management SN CVE-2013-3602
System SN CVE-2013-3602
( SN CVE-2013-3602
LMS SN CVE-2013-3602
) SN CVE-2013-3602
6.6 SV CVE-2013-3602
allows O CVE-2013-3602
remote AC,AV CVE-2013-3602
authenticated AC,AV CVE-2013-3602
users AC,AV CVE-2013-3602
to O CVE-2013-3602
execute AC,AV CVE-2013-3602
arbitrary AC,AV CVE-2013-3602
SQL AC,AV CVE-2013-3602
commands AC,AV CVE-2013-3602
via O CVE-2013-3602
the O CVE-2013-3602
docID O CVE-2013-3602
parameter O CVE-2013-3602
. O CVE-2013-3602
  
The O CVE-2013-5385
OSPF O CVE-2013-5385
implementation O CVE-2013-5385
in O CVE-2013-5385
IBM SN CVE-2013-5385
i SV CVE-2013-5385
6.1 SV CVE-2013-5385
and SV CVE-2013-5385
7.1 SV CVE-2013-5385
, O CVE-2013-5385
in O CVE-2013-5385
z O CVE-2013-5385
/ O CVE-2013-5385
OS O CVE-2013-5385
on O CVE-2013-5385
zSeries O CVE-2013-5385
servers O CVE-2013-5385
, O CVE-2013-5385
and O CVE-2013-5385
in O CVE-2013-5385
Networking SN CVE-2013-5385
Operating SN CVE-2013-5385
System SN CVE-2013-5385
( O CVE-2013-5385
aka O CVE-2013-5385
NOS O CVE-2013-5385
, O CVE-2013-5385
formerly O CVE-2013-5385
BLADE O CVE-2013-5385
Operating O CVE-2013-5385
System O CVE-2013-5385
) O CVE-2013-5385
does O CVE-2013-5385
not O CVE-2013-5385
properly O CVE-2013-5385
validate O CVE-2013-5385
Link O CVE-2013-5385
State O CVE-2013-5385
Advertisement O CVE-2013-5385
( O CVE-2013-5385
LSA O CVE-2013-5385
) O CVE-2013-5385
type O CVE-2013-5385
1 O CVE-2013-5385
packets O CVE-2013-5385
before O CVE-2013-5385
performing O CVE-2013-5385
operations O CVE-2013-5385
on O CVE-2013-5385
the O CVE-2013-5385
LSA O CVE-2013-5385
database O CVE-2013-5385
, O CVE-2013-5385
which O CVE-2013-5385
allows O CVE-2013-5385
remote AV CVE-2013-5385
attackers AV CVE-2013-5385
to O CVE-2013-5385
cause O CVE-2013-5385
a O CVE-2013-5385
denial AI CVE-2013-5385
of AI CVE-2013-5385
service AI CVE-2013-5385
( AI CVE-2013-5385
routing AI CVE-2013-5385
disruption AI CVE-2013-5385
) AI CVE-2013-5385
or O CVE-2013-5385
obtain CI CVE-2013-5385
sensitive CI CVE-2013-5385
packet CI CVE-2013-5385
information CI CVE-2013-5385
via O CVE-2013-5385
a AC,AV CVE-2013-5385
crafted AC,AV CVE-2013-5385
LSA AC,AV CVE-2013-5385
packet AC,AV CVE-2013-5385
, O CVE-2013-5385
a O CVE-2013-5385
related O CVE-2013-5385
issue O CVE-2013-5385
to O CVE-2013-5385
CVE-2013-0149 O CVE-2013-5385
. O CVE-2013-5385
  
Unspecified O CVE-2013-1527
vulnerability O CVE-2013-1527
in O CVE-2013-1527
the O CVE-2013-1527
PeopleSoft SN CVE-2013-1527
Enterprise SN CVE-2013-1527
PeopleTools SN CVE-2013-1527
component SN CVE-2013-1527
in O CVE-2013-1527
Oracle SN CVE-2013-1527
PeopleSoft SN CVE-2013-1527
Products SN CVE-2013-1527
8.51 SV CVE-2013-1527
, O CVE-2013-1527
8.52 SV CVE-2013-1527
, O CVE-2013-1527
and O CVE-2013-1527
8.53 SV CVE-2013-1527
allows O CVE-2013-1527
remote AV CVE-2013-1527
authenticated AC,AV CVE-2013-1527
users AC,AV CVE-2013-1527
to O CVE-2013-1527
affect CI CVE-2013-1527
confidentiality CI CVE-2013-1527
via O CVE-2013-1527
unknown O CVE-2013-1527
vectors O CVE-2013-1527
related O CVE-2013-1527
to O CVE-2013-1527
Report O CVE-2013-1527
Distribution O CVE-2013-1527
. O CVE-2013-1527
  
Buffer AC CVE-2013-4979
overflow AC CVE-2013-4979
in O CVE-2013-4979
the O CVE-2013-4979
gldll32.dll AV CVE-2013-4979
module AV CVE-2013-4979
in O CVE-2013-4979
EPS SN CVE-2013-4979
Viewer SN CVE-2013-4979
3.2 SV CVE-2013-4979
and SV CVE-2013-4979
earlier SV CVE-2013-4979
allows O CVE-2013-4979
remote AV CVE-2013-4979
attackers AV CVE-2013-4979
to O CVE-2013-4979
execute AC,AV CVE-2013-4979
arbitrary AC,AV CVE-2013-4979
code AC,AV CVE-2013-4979
via O CVE-2013-4979
a O CVE-2013-4979
crafted AC,AV CVE-2013-4979
EPS AC,AV CVE-2013-4979
file AC,AV CVE-2013-4979
. O CVE-2013-4979
  
The O CVE-2013-7483
slidedeck2 SN CVE-2013-7483
plugin SN CVE-2013-7483
before SV CVE-2013-7483
2.3.5 SV CVE-2013-7483
for O CVE-2013-7483
WordPress O CVE-2013-7483
has O CVE-2013-7483
file WE CVE-2013-7483
inclusion WE CVE-2013-7483
. O CVE-2013-7483
  
Unspecified O CVE-2013-0428
vulnerability O CVE-2013-0428
in O CVE-2013-0428
the O CVE-2013-0428
Java O CVE-2013-0428
Runtime O CVE-2013-0428
Environment O CVE-2013-0428
( O CVE-2013-0428
JRE O CVE-2013-0428
) O CVE-2013-0428
component O CVE-2013-0428
in O CVE-2013-0428
Oracle SN CVE-2013-0428
Java SN CVE-2013-0428
SE SN CVE-2013-0428
7 SN CVE-2013-0428
through SN CVE-2013-0428
Update SN CVE-2013-0428
11 SN CVE-2013-0428
, O CVE-2013-0428
6 SV CVE-2013-0428
through SV CVE-2013-0428
Update SV CVE-2013-0428
38 SV CVE-2013-0428
, O CVE-2013-0428
5.0 SV CVE-2013-0428
through SV CVE-2013-0428
Update SV CVE-2013-0428
38 SV CVE-2013-0428
, O CVE-2013-0428
and O CVE-2013-0428
1.4.2 SV CVE-2013-0428
_ SV CVE-2013-0428
40 SV CVE-2013-0428
and SV CVE-2013-0428
earlier SV CVE-2013-0428
, O CVE-2013-0428
and O CVE-2013-0428
OpenJDK SN CVE-2013-0428
6 SV CVE-2013-0428
and SV CVE-2013-0428
7 SV CVE-2013-0428
, O CVE-2013-0428
allows O CVE-2013-0428
remote AV CVE-2013-0428
attackers AV CVE-2013-0428
to O CVE-2013-0428
affect II,AI,CI CVE-2013-0428
confidentiality II,AI,CI CVE-2013-0428
, II,AI,CI CVE-2013-0428
integrity II,AI,CI CVE-2013-0428
, II,AI,CI CVE-2013-0428
and II,AI,CI CVE-2013-0428
availability II,AI,CI CVE-2013-0428
via O CVE-2013-0428
unknown O CVE-2013-0428
vectors O CVE-2013-0428
related O CVE-2013-0428
to O CVE-2013-0428
Libraries O CVE-2013-0428
, O CVE-2013-0428
a O CVE-2013-0428
different O CVE-2013-0428
vulnerability O CVE-2013-0428
than O CVE-2013-0428
CVE-2013-0425 O CVE-2013-0428
and O CVE-2013-0428
CVE-2013-0426 O CVE-2013-0428
. O CVE-2013-0428
NOTE O CVE-2013-0428
: O CVE-2013-0428
the O CVE-2013-0428
previous O CVE-2013-0428
information O CVE-2013-0428
is O CVE-2013-0428
from O CVE-2013-0428
the O CVE-2013-0428
February O CVE-2013-0428
2013 O CVE-2013-0428
CPU O CVE-2013-0428
. O CVE-2013-0428
Oracle O CVE-2013-0428
has O CVE-2013-0428
not O CVE-2013-0428
commented O CVE-2013-0428
on O CVE-2013-0428
claims O CVE-2013-0428
from O CVE-2013-0428
another O CVE-2013-0428
vendor O CVE-2013-0428
that O CVE-2013-0428
this O CVE-2013-0428
issue O CVE-2013-0428
is O CVE-2013-0428
related O CVE-2013-0428
to O CVE-2013-0428
"""" O CVE-2013-0428
incorrect O CVE-2013-0428
checks O CVE-2013-0428
for O CVE-2013-0428
proxy O CVE-2013-0428
classes O CVE-2013-0428
"""" O CVE-2013-0428
in O CVE-2013-0428
the O CVE-2013-0428
Reflection O CVE-2013-0428
API O CVE-2013-0428
. O CVE-2013-0428
Per O CVE-2013-0428
: O CVE-2013-0428
http O CVE-2013-0428
:// O CVE-2013-0428
www.oracle.com O CVE-2013-0428
/ O CVE-2013-0428
technetwork O CVE-2013-0428
/ O CVE-2013-0428
topics O CVE-2013-0428
/ O CVE-2013-0428
security O CVE-2013-0428
/ O CVE-2013-0428
javacpufeb2013-1841061.html O CVE-2013-0428
"""" O CVE-2013-0428
Applies O CVE-2013-0428
to O CVE-2013-0428
client O CVE-2013-0428
deployment O CVE-2013-0428
of O CVE-2013-0428
Java O CVE-2013-0428
only O CVE-2013-0428
. O CVE-2013-0428
This O CVE-2013-0428
vulnerability O CVE-2013-0428
can O CVE-2013-0428
be O CVE-2013-0428
exploited O CVE-2013-0428
only O CVE-2013-0428
through O CVE-2013-0428
untrusted PR,AC,AV CVE-2013-0428
Java PR,AC,AV CVE-2013-0428
Web PR,AC,AV CVE-2013-0428
Start PR,AC,AV CVE-2013-0428
applications PR,AC,AV CVE-2013-0428
and PR,AC,AV CVE-2013-0428
untrusted PR,AC,AV CVE-2013-0428
Java PR,AC,AV CVE-2013-0428
applets PR,AC,AV CVE-2013-0428
. O CVE-2013-0428
( O CVE-2013-0428
Untrusted PR,AC,AV CVE-2013-0428
Java PR,AC,AV CVE-2013-0428
Web PR,AC,AV CVE-2013-0428
Start PR,AC,AV CVE-2013-0428
applications PR,AC,AV CVE-2013-0428
and PR,AC,AV CVE-2013-0428
untrusted PR,AC,AV CVE-2013-0428
applets PR,AC,AV CVE-2013-0428
run O,AC,AV CVE-2013-0428
in O CVE-2013-0428
the O CVE-2013-0428
Java O CVE-2013-0428
sandbox O CVE-2013-0428
with O CVE-2013-0428
limited PR CVE-2013-0428
privileges PR CVE-2013-0428
. O CVE-2013-0428
")""" O CVE-2013-0428
  
Passcode AV CVE-2013-5162
Lock AV CVE-2013-5162
in O CVE-2013-5162
Apple SN CVE-2013-5162
iOS SN CVE-2013-5162
before SV CVE-2013-5162
7.0.3 SV CVE-2013-5162
on O CVE-2013-5162
iPhone O CVE-2013-5162
devices O CVE-2013-5162
allows O CVE-2013-5162
physically CI CVE-2013-5162
proximate CI CVE-2013-5162
attackers CI CVE-2013-5162
to O CVE-2013-5162
bypass II,AI,CI CVE-2013-5162
the II,AI,CI CVE-2013-5162
passcode-failure II,AI,CI CVE-2013-5162
disabled II,AI,CI CVE-2013-5162
state II,AI,CI CVE-2013-5162
by O CVE-2013-5162
leveraging O CVE-2013-5162
certain O CVE-2013-5162
incorrect O CVE-2013-5162
visibility O CVE-2013-5162
of O CVE-2013-5162
the O CVE-2013-5162
passcode-entry O CVE-2013-5162
view O CVE-2013-5162
after O CVE-2013-5162
use AC CVE-2013-5162
of AC CVE-2013-5162
the AC CVE-2013-5162
Phone AC CVE-2013-5162
app AC CVE-2013-5162
. O CVE-2013-5162
  
** O CVE-2013-3817
REJECT O CVE-2013-3817
** O CVE-2013-3817
DO O CVE-2013-3817
NOT O CVE-2013-3817
USE O CVE-2013-3817
THIS O CVE-2013-3817
CANDIDATE O CVE-2013-3817
NUMBER O CVE-2013-3817
. O CVE-2013-3817
ConsultIDs O CVE-2013-3817
: O CVE-2013-3817
none O CVE-2013-3817
. O CVE-2013-3817
Reason O CVE-2013-3817
: O CVE-2013-3817
The O CVE-2013-3817
CNA O CVE-2013-3817
or O CVE-2013-3817
individual O CVE-2013-3817
who O CVE-2013-3817
requested O CVE-2013-3817
this O CVE-2013-3817
candidate O CVE-2013-3817
did O CVE-2013-3817
not O CVE-2013-3817
associate O CVE-2013-3817
it O CVE-2013-3817
with O CVE-2013-3817
any O CVE-2013-3817
vulnerability O CVE-2013-3817
during O CVE-2013-3817
2013 O CVE-2013-3817
. O CVE-2013-3817
Notes O CVE-2013-3817
: O CVE-2013-3817
none O CVE-2013-3817
. O CVE-2013-3817
  
** O CVE-2013-1894
REJECT O CVE-2013-1894
** O CVE-2013-1894
DO O CVE-2013-1894
NOT O CVE-2013-1894
USE O CVE-2013-1894
THIS O CVE-2013-1894
CANDIDATE O CVE-2013-1894
NUMBER O CVE-2013-1894
. O CVE-2013-1894
ConsultIDs O CVE-2013-1894
: O CVE-2013-1894
CVE-2013-2561 O CVE-2013-1894
. O CVE-2013-1894
Reason O CVE-2013-1894
: O CVE-2013-1894
This O CVE-2013-1894
candidate O CVE-2013-1894
is O CVE-2013-1894
a O CVE-2013-1894
duplicate O CVE-2013-1894
of O CVE-2013-1894
CVE-2013-2561 O CVE-2013-1894
. O CVE-2013-1894
Notes O CVE-2013-1894
: O CVE-2013-1894
All O CVE-2013-1894
CVE O CVE-2013-1894
users O CVE-2013-1894
should O CVE-2013-1894
reference O CVE-2013-1894
CVE-2013-2561 O CVE-2013-1894
instead O CVE-2013-1894
of O CVE-2013-1894
this O CVE-2013-1894
candidate O CVE-2013-1894
. O CVE-2013-1894
All O CVE-2013-1894
references O CVE-2013-1894
and O CVE-2013-1894
descriptions O CVE-2013-1894
in O CVE-2013-1894
this O CVE-2013-1894
candidate O CVE-2013-1894
have O CVE-2013-1894
been O CVE-2013-1894
removed O CVE-2013-1894
to O CVE-2013-1894
prevent O CVE-2013-1894
accidental O CVE-2013-1894
usage O CVE-2013-1894
. O CVE-2013-1894
  
The O CVE-2013-3380
administrative O CVE-2013-3380
web O CVE-2013-3380
interface O CVE-2013-3380
in O CVE-2013-3380
the O CVE-2013-3380
Access O CVE-2013-3380
Control O CVE-2013-3380
Server O CVE-2013-3380
in O CVE-2013-3380
Cisco SN CVE-2013-3380
Secure SN CVE-2013-3380
Access SN CVE-2013-3380
Control SN CVE-2013-3380
System SN CVE-2013-3380
( SN CVE-2013-3380
ACS SN CVE-2013-3380
) SN CVE-2013-3380
does O CVE-2013-3380
not WE CVE-2013-3380
properly WE CVE-2013-3380
restrict WE CVE-2013-3380
the WE CVE-2013-3380
report WE CVE-2013-3380
view WE CVE-2013-3380
page WE CVE-2013-3380
, O CVE-2013-3380
which O CVE-2013-3380
allows O CVE-2013-3380
remote AC,AV CVE-2013-3380
authenticated AC,AV CVE-2013-3380
users AC,AV CVE-2013-3380
to O CVE-2013-3380
obtain CI CVE-2013-3380
sensitive CI CVE-2013-3380
information CI CVE-2013-3380
via O CVE-2013-3380
a O CVE-2013-3380
direct AC,AV CVE-2013-3380
request AC,AV CVE-2013-3380
, O CVE-2013-3380
aka O CVE-2013-3380
Bug O CVE-2013-3380
ID O CVE-2013-3380
CSCue79279 O CVE-2013-3380
. O CVE-2013-3380
  
Radio SN CVE-2013-4860
Thermostat SN CVE-2013-4860
CT80 SN CVE-2013-4860
And SN CVE-2013-4860
CT50 SN CVE-2013-4860
with O CVE-2013-4860
firmware O CVE-2013-4860
1.4.64 SV CVE-2013-4860
and SV CVE-2013-4860
earlier SV CVE-2013-4860
does O CVE-2013-4860
not WE CVE-2013-4860
restrict WE CVE-2013-4860
access WE CVE-2013-4860
to WE CVE-2013-4860
the WE CVE-2013-4860
API WE CVE-2013-4860
, O CVE-2013-4860
which O CVE-2013-4860
allows O CVE-2013-4860
remote AV CVE-2013-4860
attackers AV CVE-2013-4860
to O CVE-2013-4860
change II,AI CVE-2013-4860
the II,AI CVE-2013-4860
operation II,AI CVE-2013-4860
mode II,AI CVE-2013-4860
, II,AI CVE-2013-4860
wifi II,AI CVE-2013-4860
connection II,AI CVE-2013-4860
settings II,AI CVE-2013-4860
, II,AI CVE-2013-4860
temperature II,AI CVE-2013-4860
thresholds II,AI CVE-2013-4860
, O CVE-2013-4860
and O CVE-2013-4860
other O CVE-2013-4860
settings O CVE-2013-4860
via O CVE-2013-4860
unspecified O CVE-2013-4860
vectors O CVE-2013-4860
. O CVE-2013-4860
  
Cross-site AC,AV CVE-2013-4052
scripting AC,AV CVE-2013-4052
( AC,AV CVE-2013-4052
XSS AC,AV CVE-2013-4052
) AC,AV CVE-2013-4052
vulnerability O CVE-2013-4052
in O CVE-2013-4052
the O CVE-2013-4052
UDDI O CVE-2013-4052
Administrative O CVE-2013-4052
console O CVE-2013-4052
in O CVE-2013-4052
IBM SN CVE-2013-4052
WebSphere SN CVE-2013-4052
Application SN CVE-2013-4052
Server SN CVE-2013-4052
( SN CVE-2013-4052
WAS SN CVE-2013-4052
) SN CVE-2013-4052
6.1 SV CVE-2013-4052
before SV CVE-2013-4052
6.1.0.47 SV CVE-2013-4052
, O CVE-2013-4052
7.0 SV CVE-2013-4052
before SV CVE-2013-4052
7.0.0.31 SV CVE-2013-4052
, O CVE-2013-4052
8.0 SV CVE-2013-4052
before SV CVE-2013-4052
8.0.0.8 SV CVE-2013-4052
, O CVE-2013-4052
and O CVE-2013-4052
8.5 SV CVE-2013-4052
before SV CVE-2013-4052
8.5.5.1 SV CVE-2013-4052
allows O CVE-2013-4052
remote AV CVE-2013-4052
attackers AV CVE-2013-4052
to O CVE-2013-4052
inject II,AI,CI CVE-2013-4052
arbitrary II,AI,CI CVE-2013-4052
web II,AI,CI CVE-2013-4052
script II,AI,CI CVE-2013-4052
